사업장명,병상수
서치과의원,0
재단법인아산사회복지재단금강의원,0
우리들가정의원,0
랜드엘치과의원,0
서울삼성내과의원,4
김승욱내과의원,0
서울역예치과의원,0
믿음치과의원,0
고른이치과의원,0
황재훈비뇨기과의원,1
안드로김의원,0
나비드치과의원,0
세정한의원,0
신용산홍플란트치과의원,0
용훼미리의원,0
천지인한의원,0
바른길한의원,0
정소아과의원,0
경희서도한의원,0
힐탑치과의원,0
이인주정형외과의원,0
서소아청소년과의원,0
원효연세치과의원,0
열린보광의원,0
용문한의원,0
연세안과의원,0
연세산부인과의원,0
허내과의원,0
최내과의원,0
명내과의원,0
우리소아청소년과의원,0
한빛내과의원,0
한남웰빙의원,0
세라세진치과의원,0
도원경희한의원,0
한&진서울치과의원,0
용산경희한의원,0
김내과의원,0
봄가정의학과의원,0
이촌이비인후과의원,0
함께하는치과의원,0
이호심내과의원,0
굿모닝치과의원,0
키즈앤쥬니어치과의원,0
후암연세치과의원,0
서울성심정형외과의원,0
박은주치과의원,0
조재형한의원,0
명소아과의원,0
에버피부과의원,0
우리가정의원,0
백합의원,0
이태원제일의원,0
김형석소아과의원,0
유엔빌리지치과의원,0
삼성드림의원,0
김용연재활의학과의원,0
온가족보건의원,0
화이트수치과의원,0
유상희치과의원,0
봄산부인과의원,0
샘치과의원,0
삼익당한의원,0
오월애한의원,0
이엔아이치과의원,0
이민재의원,0
서울휴치과의원,0
아인치과의원,0
참편한치과의원,0
효창치과의원,0
서울역한의원,0
연세가정의학과의원,0
강원한의원,0
신용산더블유치과의원,0
이촌성형외과의원,0
홍치과의원,0
김희중비뇨기과의원,0
예원내과의원,0
박소아과의원,0
이웃치과의원,0
고선용산부인과의원,0
제원한의원,0
유하균치과의원,0
연세가정의원,0
하나가정의원,0
박용현비뇨기과의원,0
성산한의원,0
용답경희한의원,0
뚝섬치과의원,0
이성훈한의원,0
금호정형외과의원,0
성모가정의학과의원,0
성수연세의원,0
임청산한의원,0
그린치과의원,0
송병용한의원,0
서울성심의원,0
재단법인씨젠의료재단 씨젠의원,0
에이(A)플란트치과의원,0
안병석치과의원,0
예은치과의원,0
손치과의원,0
신성치과의원,0
자애산부인과의원,0
연합의원,0
수이비인후과의원,1
김용래치과의원,0
두리의원,0
국도한의원,0
강내과의원,0
이병직내과의원,0
한승룡소아청소년과의원,0
서울경희한의원,0
성광한의원,0
성수성모안과의원,0
한솔내과의원,0
안희정소아과의원,0
최흥열피부과의원,0
신호균모두드림내과의원,0
이영수마취통증의학과의원,0
한마음부부치과의원,0
성수한사랑의원,0
연세재활의학과의원,0
안진균피부과의원,0
최성호성형외과의원,0
초록이비인후과의원,0
홍택원내과의원,0
조가정의학과의원,0
사랑의안과의원,0
자연으로한의원,0
단비소아청소년과의원,0
로뎀나무의원,0
현대서울의원,26
위드치과의원,0
김경환이비인후과의원,0
예일치과의원,0
주외과의원,0
윤안과의원,0
최비뇨기과의원,0
박산부인과의원,0
봉산한의원,0
안관식치과의원,0
한빛안과의원,2
씨엔에스치과의원,0
서울신경외과의원,0
참사랑소아과의원,0
우리아이치과의원,0
동서한의원,0
보은한의원,0
비에스에치엘에이랩의원,0
연세정형외과의원,0
이편한무학치과의원,0
정광호치과의원,0
김상옥치과의원,0
김주필의원,0
소진백한의원,0
연세유라인치과의원,0
행당외과영상의학과의원,3
김용호정신건강의학과의원,0
성심부부치과의원,0
상일치과의원,0
금호치과의원,0
최대홍내과의원,0
이병준치과의원,0
유치과의원,0
송정한의원,0
스마일치과의원,0
와이즈치과의원,0
우리들의원,0
연세예치과의원,0
서울가정의학과의원,0
연세이비인후과의원,2
정표진치과의원,0
중국대인당한의원,0
목치과의원,0
으뜸한의원,0
서울미소드림치과의원,0
연세현Jr(주니어)치과의원,0
서울미소치과의원,0
성동리아한의원,0
웰치과의원,0
차내과의원,0
이혜경산부인과의원,0
하내과의원,0
미래치과의원,0
서울빛치과의원,0
혜성한의원,0
경희이지형한의원,0
사랑의치과의원,0
손한의원,0
경희서울숲한의원,0
손내과의원,0
오한석한의원,0
최준혁마취통증의학과의원,0
한빛의원,0
우리들치과의원,0
동명한의원,0
이환구이비인후과의원,0
서울삼성치과의원,0
경희한의원,0
태양치과의원,0
경희자람한의원,0
도선한의원,0
세명성모내과의원,0
성수연세치과의원,0
김양정형외과의원,0
황소한의원,0
장미치과의원,0
화성한의원,0
치아사랑치과의원,0
성수의원,0
강소아청소년과의원,0
고운미소치과의원,0
연세안과의원,0
밝은햇살한의원,0
와인치과의원,0
유노치과의원,0
천지인한의원,0
경희나래한의원,0
편안한의원,0
한솔한의원,0
삼성마취통증의학과의원,0
맨하탄치과의원,0
연세내과의원,0
옥수행복한내과의원,0
박안과의원,0
서울숲삼성안과의원,0
금호한의원,0
형치과의원,0
김재명내과의원,0
호림치과의원,0
금호경희한의원,0
정치과의원,0
이영환이비인후과의원,0
최치과의원,0
성수최이비인후과의원,1
삼기당한의원,0
박희찬치과의원,0
이창영치과의원,0
서울정형외과의원,0
신한철치과의원,0
무학한의원,0
양지한의원,0
아름다운이치과의원,0
여봉구정형외과의원,2
박기연치과의원,0
문영호한의원,0
우리가정의원,0
다니엘의원,0
해민정신건강의학과의원,0
경희온정한의원,0
이스마일치과의원,0
바른몸정형외과의원,0
유창길한의원,0
윤이비인후과의원,0
올치과의원,0
이안치과의원,0
아이들소아청소년과의원,0
최영인소아청소년과의원,0
강치과의원,0
김희옥피부과의원,0
서울중앙의원,0
명이비인후과의원,0
권교선내과의원,0
파티마의원,3
미플랜치과의원,0
미드림피부과의원,0
서울은치과의원,0
미소가득치과의원,0
스타일치과의원,0
연세화이트치과의원,0
리빙치과의원,0
행당성모안과의원,0
김동준피부과의원,0
양의원,0
행당서울치과의원,0
정희수산부인과의원,0
금호중앙의원,0
송정훼밀리의원,0
민생한의원,0
한상일의원,0
이규철치과의원,0
동화한의원,0
우리한의원,0
왕십리정형외과의원,9
늘푸른신경외과의원,0
열린미소치과의원,0
성동군자의원,0
성수하나이비인후과의원,1
예스이비인후과의원,0
초민의원,0
연세나무정형외과의원,0
실루엣의원,0
발머스한의원,0
닥터홍가정의학과의원,0
서울한솔의원,0
아이숲안과의원,0
김태희소아청소년과의원,0
척본의원,0
독서당정형외과의원,0
메디앙정형외과의원,0
삼성웰내과의원,0
애플산부인과의원,0
왕십리경희한의원,0
왕십리본정형외과의원,0
하늘라인의원,0
마음건축정신건강의학과의원,0
준재활의학과의원,0
무척시원정형외과의원,0
성모온정신건강의학과의원,0
금호퍼스트내과의원,0
두나한의원,0
서울튼튼정형외과의원,0
루나치과보존과치과의원,0
포레치과의원,0
권희정정신건강의학과의원,0
에이스남성의원,0
바이오지노코리아 진단검사의학과의원,0
연세새롬의원,0
서울숲내과의원,0
오렌지치과의원,0
신사임당한의원,9
마디로한의원,0
보아스이비인후과의원,0
본아한의원,0
명치과의원,0
연세더좋은플란트치과의원,0
삼성공감정신건강의학과의원왕십리점,0
우리마취통증의학과의원,0
동심정신건강의학과의원,0
미앤미의원,0
민재한의원,0
나은길외과의원,0
서울숲봄정신건강의학과의원,0
힐스정신건강의학과의원,0
서울숲정의원,0
성수탑내과의원,0
포레피부과의원,0
서울숲시원마취통증의학과의원,0
쾌한의원,0
서울유치과교정과치과의원,0
경희현한의원,0
한의본가한의원,0
소통한의원,0
이진소아청소년과의원,0
튼튼한의원,0
도담가정의학과의원,0
힘내라내과의원,0
식치합시다정세연한의원,0
초이스한의원,0
하트웰의원,5
김정서더힐정형외과의원,0
임스치과의원,0
리더스365비뇨의학과의원,0
더윤피부과의원,0
아산키즈소아청소년과의원,0
서울나아가는정신건강의학과의원,0
유니스산부인과의원,1
박정환내과의원,0
찬란한미소치과교정과 치과의원,0
백세한의원,0
삼성드림소아청소년과의원,0
미래연세내과의원,0
서울숲한의원,0
더블에이의원,0
유앤강마취통증의학과의원,0
모든이치과의원,0
스타키즈치과의원,0
유앤아이피부과의원,0
프렌드정신건강의학과의원,0
친한의원,0
준마취통증의학과의원,0
연세수치과의원,0
서울열린치과의원,0
금호의원,0
건강한의료복지사회적협동조합 건강한마을치과의원,0
튼튼경희한의원,0
센터맨남성의원,0
나눔정신건강의학과의원,0
성수성모내과의원,0
경희미르한의원,0
하늘봄한의원,0
유노부부치과의원,0
독일윤치과의원,0
삼성키즈소아청소년과의원,0
튼튼이 소아치과의원,0
박내과의원,0
더편한내과의원,0
아이편한소아청소년과의원,0
활짝피움의원,0
꿈나무소아청소년과의원,0
연세치과의원,0
강남365치과의원,0
경희함박한의원,0
상왕십리경희한의원,0
365연세의원,0
위너스비뇨기과의원,1
하나이비인후과의원,1
이현치과의원,0
한누리한의원,0
서울민트치과의원,0
노을벗한의원,0
박플란트치과의원,0
미래신경과의원,0
리체부부치과의원,0
이안행복치과의원,0
엘림신경정신과의원,0
서울특별시성동구보건소,0
하나의원,0
예인한의원,0
연세웰치과의원,0
성수샤인한의원,0
함소아한의원,0
바른치과의원,0
김차현내과의원,0
이종문신경과의원,0
행복한치과의원,0
호아맘산부인과의원,0
바로심는 치과의원,0
밝은얼굴치과의원,0
연세탑치과의원,0
제일수한의원,0
제이에스(JS)항외과의원,9
좋은치과의원,0
연세유앤외과의원,5
성동아이누리한의원,0
혜담한의원,0
서울미플란트치과의원,0
서이치과의원,0
